INFO:__main__:dataset:
- multiple-graphs
- TUDataset
- MUTAG
derive_num: 10
is_random: false
logfname: mutag_dynamic-probsonly_no-combinations.log
nas_args:
  dynamic_behaviour: probs_only
  dynamic_nas_steps: 150
  forward:
    mode: train
    softmax_temp: 5.0
    tanh_c: 2.5
  hidden_size: 100
  reset:
    init_range: 0.1
ss_args:
  debug: false
  prob_scale: 4
  type: dynamic_prob
  with_combinations: false
trainer_args:
  derive:
    derive_from_history: false
  eval:
    save_model_flag: false
  train:
    derive_finaly: false
    num_eras: 30
    save_eras: 30
  train_controller:
    epochs: 20

INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_mean_pool', 7000], 0.6666666666666666)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 7000], 0.7692307692307693)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:train | 10 era_time 2004.1808230876923
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 5500], 0.6410256410256411)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 5500], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 5000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:train | 11 era_time 1841.4538502693176
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 4000], 0.7692307692307693)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 6000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 5000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 4500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 8000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8205128205128205)
INFO:nas.trainer:train | 12 era_time 1626.7633519172668
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 7000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 6000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 5500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5000], 0.7692307692307693)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5500], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:train | 13 era_time 1608.098222732544
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 5000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 6000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 5000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 5500], 0.7435897435897436)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 4000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:train | 14 era_time 1596.6440489292145
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 8000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 7000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 7000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 6000], 0.7692307692307693)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 4000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 8000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.9487179487179487)
INFO:nas.trainer:train | 15 era_time 2001.2642130851746
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 7000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 8000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 8000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 5000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:train | 16 era_time 1720.7235505580902
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 8000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 8000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_max_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 4000], 0.7948717948717948)
INFO:nas.trainer:train | 17 era_time 1803.6694121360779
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 7000], 0.7692307692307693)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 3500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5500], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:train | 18 era_time 1641.0072736740112
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 7000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_mean_pool', 7000], 0.6923076923076923)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 5000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 8000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 7000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5500], 0.7692307692307693)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5500], 0.7435897435897436)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 7000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 2, 'global_add_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:train | 19 era_time 1899.4615409374237
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5000], 0.717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 5000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 5000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 5000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 3000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 8000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:train | 20 era_time 1875.7981269359589
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 5000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 2, 'global_add_pool', 3500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 2, 'global_add_pool', 8000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
